# HomeWork05 - Legendre polynomial stability
# Columns:
# x l P_reference P_forward P_backward abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.5 46 -8.904085088677759362322e-02 -8.904085088677762827025e-02 1.394887044297669076443e+00 3.464703567448990106925e-17 3.891139328682552338056e-16 1.483927895184446670018e+00 1.666569760290562650373e+01
0.5 47 3.201392111450407545458e-02 3.201392111450405975059e-02 1.381164041074529169606e+00 1.570399084209472828633e-17 4.905363134345936956688e-16 1.349150119960025094134e+00 4.214260774662762355433e+01
0.5 48 1.188662759295310517588e-01 1.188662759295310844543e-01 9.500181052018714759899e-04 3.269547176401599308804e-17 2.750609582771756853888e-16 1.179162578243291802828e-01 9.920076733474422776685e-01
0.5 49 8.629277896094000793395e-02 8.629277896094005029237e-02 -1.352036695785206354969e+00 4.235842362629305135613e-17 4.908686930277952760474e-16 1.438329474746146362869e+00 1.666801662972517040183e+01
0.5 50 -3.105909923960982287282e-02 -3.105909923960981089408e-02 -1.339447346570452168635e+00 1.197873994007031539510e-17 3.856757032024215661957e-16 1.308388247330842345814e+00 4.212576279940045212088e+01

0.90000000000000002 0 1.000000000000000000000e+00 1.000000000000000000000e+00 1.000000000000000000000e+00 0.000000000000000000000e+00 0.000000000000000000000e+00 0.000000000000000000000e+00 0.000000000000000000000e+00
0.90000000000000002 1 9.000000000000000222045e-01 9.000000000000000222045e-01 8.116514836583086367483e-01 0.000000000000000000000e+00 0.000000000000000000000e+00 8.834851634169138545616e-02 9.816501815743487030768e-02
0.90000000000000002 2 7.150000000000000599867e-01 7.150000000000000799361e-01 5.957295029387168483481e-01 1.994931997373328158574e-17 2.790114681641018169466e-17 1.192704970612832116386e-01 1.668118840017946876022e-01
0.90000000000000002 3 4.725000000000001016407e-01 4.725000000000000865974e-01 3.524932653025361073418e-01 1.504330514323637402185e-17 3.183768284282829795816e-17 1.200067346974639942989e-01 2.539825072962200391239e-01
0.90000000000000002 4 2.079375000000001334570e-01 2.079374999999999973355e-01 1.083797656474567300267e-01 1.361215827555550816896e-16 6.546273892662698855416e-16 9.955773435254340343039e-02 4.787868198499228832314e-01
0.90000000000000002 5 -4.114124999999985679808e-02 -4.114125000000008747225e-02 -1.064193918931489735158e-01 2.306741765916581199392e-16 5.606883033249085111897e-15 6.527814189314911672111e-02 1.586683484170980316269e+00
0.90000000000000002 6 -2.411643124999998766093e-01 -2.411643125000001164349e-01 -2.659084679965764141940e-01 2.398255205537935808024e-16 9.944486315892767239334e-16 2.474415549657653758467e-02 1.026028902869969628889e-01
0.90000000000000002 7 -3.678249937499999264385e-01 -3.678249937500001620627e-01 -3.532303891715786181571e-01 2.356242371354122511207e-16 6.405878913588978977248e-16 1.459460457842130828138e-02 3.967812091731004399582e-02
0.90000000000000002 8 -4.096859035156249991580e-01 -4.096859035156251716003e-01 -3.634063722300346355176e-01 1.724423555338194802289e-16 4.209135683069522700229e-16 4.627953128559036364035e-02 1.129634456261571369802e-01
0.90000000000000002 9 -3.695104859765625811394e-01 -3.695104859765626637014e-01 -3.038082646385445451109e-01 8.256199543477116264967e-17 2.234361366405388803345e-16 6.570222133801803602845e-02 1.778088141785113391436e-01
0.90000000000000002 10 -2.631456178558595300683e-01 -2.631456178558596037398e-01 -1.924463975248801306250e-01 7.367153762039002629081e-17 2.799649039215401227236e-16 7.069922033097939944321e-02 2.686695712702521905658e-01
0.90000000000000002 11 -1.162133925191017663411e-01 -1.162133925191018712919e-01 -5.446856971225354226984e-02 1.049507702965968292119e-16 9.030867099017548936694e-16 6.174482280684822407130e-02 5.313055704547937468365e-01
0.90000000000000002 12 4.074871427242068401686e-02 4.074871427242058447016e-02 8.245091497750275943979e-02 9.954670009311439304867e-17 2.442940884652378630625e-15 4.170220070508207542293e-02 1.023399178346756445792e+00
0.90000000000000002 13 1.778005216429758930143e-01 1.778005216429758283958e-01 1.929821864262195874051e-01 6.461844948013606426684e-17 3.634322828922299256150e-16 1.518166478324369439087e-02 8.538594062017733327770e-02
0.90000000000000002 14 2.707728135987746724751e-01 2.707728135987746975744e-01 2.584003739606857696920e-01 2.509928029303942764727e-17 9.269497908394526265039e-17 1.237243963808890278308e-02 4.569306450544225446197e-02
0.90000000000000002 15 3.051975421284237749442e-01 3.051975421284238709774e-01 2.694999433604549632371e-01 9.603320742790355524221e-17 3.146591769978731870295e-16 3.569759876796881170710e-02 1.169655512918503585855e-01
0.90000000000000002 16 2.783387013375877152644e-01 2.783387013375878682453e-01 2.276901756466505055698e-01 1.529809265377046756385e-16 5.496214712597915691893e-16 5.064852569093720969454e-02 1.819672415209960485404e-01
0.90000000000000002 17 1.990293385689161734264e-01 1.990293385689163585539e-01 1.441411248787200505284e-01 1.851275209518998821068e-16 9.301519177173840188731e-16 5.488821369019612289803e-02 2.757795111256446962428e-01
0.90000000000000002 18 8.542590234343713656855e-02 8.542590234343731825373e-02 3.720624709370126681485e-02 1.816851790542584055288e-16 2.126816036707821895450e-15 4.821965524973586975370e-02 5.644617607418267464623e-01
0.90000000000000002 19 -3.883397611600181071714e-02 -3.883397611600165194590e-02 -7.134590629456361021710e-02 1.587712437651350727563e-16 4.088462208733559846968e-15 3.251193017856179949996e-02 8.372032284678939148374e-01
0.90000000000000002 20 -1.493082353098484592313e-01 -1.493082353098483527898e-01 -1.605580002859753607769e-01 1.064415482837643978087e-16 7.128980398360079641888e-16 1.124976497612690154557e-02 7.534591077833776001632e-02
0.90000000000000002 21 -2.253711600292081936828e-01 -2.253711600292081229657e-01 -2.141748611743437002986e-01 7.071708670036702670814e-17 3.137805506756146776206e-16 1.119629885486449338426e-02 4.967937713686812684893e-02
0.90000000000000002 22 -2.539268614374336212227e-01 -2.539268614374335930606e-01 -2.234931418837099725838e-01 2.816215143031097767334e-17 1.109065471486166449196e-16 3.043371955372364863891e-02 1.198523046417535993052e-01
0.90000000000000002 23 -2.315596681553687675136e-01 -2.315596681553687419264e-01 -1.886793608893344853517e-01 2.558717127065790464258e-17 1.104992569495728041841e-16 4.288030726603428216190e-02 1.851803796732988700039e-01
0.90000000000000002 24 -1.647773395796302424486e-01 -1.647773395796302553507e-01 -1.183664459288966408490e-01 1.290200585257750276469e-17 7.829963686446390098373e-17 4.641089365073360159964e-02 2.816582290327917846660e-01
0.90000000000000002 25 -6.836994558931373804241e-02 -6.836994558931380749911e-02 -2.766622416481257645815e-02 6.945670167485262780360e-17 1.015895231101496596232e-15 4.070372142450116158426e-02 5.953452364727810568559e-01
0.90000000000000002 26 3.774049949774059260174e-02 3.774049949774049145246e-02 6.497236380990456527940e-02 1.011492864293195292902e-16 2.680125800544187957893e-15 2.723186431216397267765e-02 7.215554821629814537297e-01
0.90000000000000002 27 1.325126078283105000269e-01 1.325126078283103969735e-01 1.414260585932435310141e-01 1.030534164947471964524e-16 7.776876342835845289354e-16 8.913450764933030987230e-03 6.726492603995623197711e-02
0.90000000000000002 28 1.978707357522276397545e-01 1.978707357522275500639e-01 1.873691456249332865092e-01 8.969062471886335430327e-17 4.532788761202835536376e-16 1.050159012729435324533e-02 5.307298265896363484440e-02
0.90000000000000002 29 2.220833008585029023723e-01 2.220833008585028633952e-01 1.949002596533882525343e-01 3.897706810085388440257e-17 1.755065236790925947043e-16 2.718304120511464983803e-02 1.224002034373305869278e-01
